benchmark,family,series,variant,root_label,model_group,seed_tag,accuracy,correct,processed_total,status,skipped,total_rows,error,path
blend,MAPLE 1B,T+/I+,custom_tplus_eplus,maple_search_legacy_defaults_shuffle,raw_1b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: Couldn't instantiate the backend tokenizer from one of: 
(1) a `tokenizers` library serialization file, 
(2) a slow tokenizer instance to convert or 
(3) an equivalent slow tokenizer class to instantiate and convert. 
You need to have sentencepiece or tiktoken installed to convert a slow tokenizer to a fast one.",/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_1b/legacy_defaults_shuffle/seed_41/blend/custom_tplus_eplus/blend_eval_summary.csv
blend,MAPLE 1B,T+/I+,custom_tplus_eplus,maple_search_name_plain_qanswer_countryfinal_a025_nobos,raw_1b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: Couldn't instantiate the backend tokenizer from one of: 
(1) a `tokenizers` library serialization file, 
(2) a slow tokenizer instance to convert or 
(3) an equivalent slow tokenizer class to instantiate and convert. 
You need to have sentencepiece or tiktoken installed to convert a slow tokenizer to a fast one.",/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_1b/name_plain_qanswer_countryfinal_a025_nobos/seed_41/blend/custom_tplus_eplus/blend_eval_summary.csv
blend,MAPLE 1B,T+/I-,custom_tplus_eminus,maple_seed41,raw_1b,seed_41,0.1628498727735369,64,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_1b/seed_41/blend/custom_tplus_eminus/blend_eval_summary.csv
blend,MAPLE 1B,T-/I+,custom_tminus_eplus,maple_seed41,raw_1b,seed_41,0.183206106870229,72,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_1b/seed_41/blend/custom_tminus_eplus/blend_eval_summary.csv
blend,MAPLE 1B,T-/I-,custom_tminus_eminus,maple_seed41,raw_1b,seed_41,0.1984732824427481,78,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_1b/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,MAPLE 1B,T-/I-,custom_tminus_eminus,maple_search_code_grounded_question_final_a125,raw_1b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: Couldn't instantiate the backend tokenizer from one of: 
(1) a `tokenizers` library serialization file, 
(2) a slow tokenizer instance to convert or 
(3) an equivalent slow tokenizer class to instantiate and convert. 
You need to have sentencepiece or tiktoken installed to convert a slow tokenizer to a fast one.",/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_1b/code_grounded_question_final_a125/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,MAPLE 1B,T-/I-,custom_tminus_eminus,maple_search_legacy_defaults_shuffle,raw_1b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: Couldn't instantiate the backend tokenizer from one of: 
(1) a `tokenizers` library serialization file, 
(2) a slow tokenizer instance to convert or 
(3) an equivalent slow tokenizer class to instantiate and convert. 
You need to have sentencepiece or tiktoken installed to convert a slow tokenizer to a fast one.",/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_1b/legacy_defaults_shuffle/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,MAPLE 1B,T-/I-,custom_tminus_eminus,maple_search_name_plain_qanswer_countryfinal_a025_nobos,raw_1b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: Couldn't instantiate the backend tokenizer from one of: 
(1) a `tokenizers` library serialization file, 
(2) a slow tokenizer instance to convert or 
(3) an equivalent slow tokenizer class to instantiate and convert. 
You need to have sentencepiece or tiktoken installed to convert a slow tokenizer to a fast one.",/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_1b/name_plain_qanswer_countryfinal_a025_nobos/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,MAPLE 3B,T+/I+,custom_tplus_eplus,maple_seed41,raw_3b,seed_41,0.2366412213740458,93,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_3b/seed_41/blend/custom_tplus_eplus/blend_eval_summary.csv
blend,MAPLE 3B,T+/I+,custom_tplus_eplus,maple_search_code_grounded_question_final_a125,raw_3b,seed_41,0.15012722646310434,59,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_3b/code_grounded_question_final_a125/seed_41/blend/custom_tplus_eplus/blend_eval_summary.csv
blend,MAPLE 3B,T+/I+,custom_tplus_eplus,maple_search_legacy_defaults_shuffle,raw_3b,seed_41,0.15267175572519084,60,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_3b/legacy_defaults_shuffle/seed_41/blend/custom_tplus_eplus/blend_eval_summary.csv
blend,MAPLE 3B,T+/I+,custom_tplus_eplus,maple_search_name_plain_qanswer_countryfinal_a025_nobos,raw_3b,seed_41,0.20610687022900764,81,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_3b/name_plain_qanswer_countryfinal_a025_nobos/seed_41/blend/custom_tplus_eplus/blend_eval_summary.csv
blend,MAPLE 3B,T+/I-,custom_tplus_eminus,maple_seed41,raw_3b,seed_41,0.35368956743002544,139,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_3b/seed_41/blend/custom_tplus_eminus/blend_eval_summary.csv
blend,MAPLE 3B,T-/I+,custom_tminus_eplus,maple_seed41,raw_3b,seed_41,0.2595419847328244,102,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_3b/seed_41/blend/custom_tminus_eplus/blend_eval_summary.csv
blend,MAPLE 3B,T-/I-,custom_tminus_eminus,maple_seed41,raw_3b,seed_41,0.3282442748091603,129,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_seed41/raw_3b/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,MAPLE 3B,T-/I-,custom_tminus_eminus,maple_search_code_grounded_question_final_a125,raw_3b,seed_41,0.16793893129770993,66,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_3b/code_grounded_question_final_a125/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,MAPLE 3B,T-/I-,custom_tminus_eminus,maple_search_legacy_defaults_shuffle,raw_3b,seed_41,0.178117048346056,70,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_maple_protocol_search_seed41/raw_3b/legacy_defaults_shuffle/seed_41/blend/custom_tminus_eminus/blend_eval_summary.csv
blend,Mistral-7B-Instruct-v0.2,I+,llama3_chat_with_metadata,hf_seed41,mistral7b_v02,seed_41,0.7201017811704835,283,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/mistral7b_v02/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Mistral-7B-Instruct-v0.2,I-,llama3_chat_without_metadata,hf_seed41,mistral7b_v02,seed_41,0.7862595419847328,309,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/mistral7b_v02/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen2.5-0.5B,I+,llama3_chat_with_metadata,hf_seed41,qwen25_0p5b,seed_41,0.40966921119592875,161,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_0p5b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen2.5-0.5B,I-,llama3_chat_without_metadata,hf_seed41,qwen25_0p5b,seed_41,0.4020356234096692,158,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_0p5b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen2.5-1.5B,I+,llama3_chat_with_metadata,hf_seed41,qwen25_1p5b,seed_41,0.5572519083969466,219,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_1p5b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen2.5-1.5B,I-,llama3_chat_without_metadata,hf_seed41,qwen25_1p5b,seed_41,0.6005089058524173,236,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_1p5b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen2.5-3B,I+,llama3_chat_with_metadata,hf_seed41,qwen25_3b,seed_41,0.6412213740458015,252,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_3b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen2.5-3B,I-,llama3_chat_without_metadata,hf_seed41,qwen25_3b,seed_41,0.6972010178117048,274,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_3b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-0.8B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_0p8b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_0p8b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-0.8B,I+,llama3_chat_with_metadata,hf_seed41_fixed,qwen35_0p8b,seed_41,0.49363867684478374,194,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_0p8b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-0.8B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_0p8b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_0p8b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-0.8B,I-,llama3_chat_without_metadata,hf_seed41_fixed,qwen35_0p8b,seed_41,0.5190839694656488,204,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_0p8b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-2B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_2b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_2b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-2B,I+,llama3_chat_with_metadata,hf_seed41_fixed,qwen35_2b,seed_41,0.6081424936386769,239,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_2b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-2B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_2b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_2b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-2B,I-,llama3_chat_without_metadata,hf_seed41_fixed,qwen35_2b,seed_41,0.6513994910941476,256,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_2b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-4B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_4b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_4b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-4B,I+,llama3_chat_with_metadata,hf_seed41_fixed,qwen35_4b,seed_41,0.1984732824427481,78,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_4b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-4B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_4b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_4b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-4B,I-,llama3_chat_without_metadata,hf_seed41_fixed,qwen35_4b,seed_41,0.22137404580152673,87,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_4b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-9B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_9b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_9b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-9B,I+,llama3_chat_with_metadata,hf_seed41_fixed,qwen35_9b,seed_41,0.2010178117048346,79,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_9b/seed_41/blend/llama3_chat_with_metadata/blend_eval_summary.csv
blend,Qwen3.5-9B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_9b,seed_41,0.0,0,0,failed_model_load,393,393,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_9b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
blend,Qwen3.5-9B,I-,llama3_chat_without_metadata,hf_seed41_fixed,qwen35_9b,seed_41,0.183206106870229,72,393,ok,0,393,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/qwen35_9b/seed_41/blend/llama3_chat_without_metadata/blend_eval_summary.csv
globalmmlu,Gemma-4-E2B-it,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,gemma4_e2b_it,seed_41,0.0,0,0,failed_model_load,14042,14042,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/gemma4_e2b_it/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Gemma-4-E2B-it,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,gemma4_e2b_it,seed_41,0.0,0,0,failed_model_load,14042,14042,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/gemma4_e2b_it/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Gemma-4-E4B-it,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,gemma4_e4b_it,seed_41,0.0,0,0,failed_model_load,14042,14042,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/gemma4_e4b_it/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Gemma-4-E4B-it,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,gemma4_e4b_it,seed_41,0.0,0,0,failed_model_load,14042,14042,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/gemma4_e4b_it/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,LLaMA-3.2-1B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,llama32_1b,seed_41,0.2822247543085031,3963,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/llama32_1b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,LLaMA-3.2-1B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,llama32_1b,seed_41,0.30394530693633387,4268,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/llama32_1b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 1B,T+/I+,custom_tplus_eplus,maple_seed41_globalmmlu,raw_1b,seed_41,0.2839339125480701,3987,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_1b/seed_41/globalmmlu/custom_tplus_eplus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 1B,T+/I-,custom_tplus_eminus,maple_seed41_globalmmlu,raw_1b,seed_41,0.2825808289417462,3968,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_1b/seed_41/globalmmlu/custom_tplus_eminus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 1B,T-/I+,custom_tminus_eplus,maple_seed41_globalmmlu,raw_1b,seed_41,0.2793049423159094,3922,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_1b/seed_41/globalmmlu/custom_tminus_eplus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 1B,T-/I-,custom_tminus_eminus,maple_seed41_globalmmlu,raw_1b,seed_41,0.2754593362768836,3868,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_1b/seed_41/globalmmlu/custom_tminus_eminus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 3B,T+/I+,custom_tplus_eplus,maple_seed41_globalmmlu,raw_3b,seed_41,0.2594359777809429,3643,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_3b/seed_41/globalmmlu/custom_tplus_eplus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 3B,T+/I-,custom_tplus_eminus,maple_seed41_globalmmlu,raw_3b,seed_41,0.2583677538812135,3628,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_3b/seed_41/globalmmlu/custom_tplus_eminus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 3B,T-/I+,custom_tminus_eplus,maple_seed41_globalmmlu,raw_3b,seed_41,0.25872382851445663,3633,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_3b/seed_41/globalmmlu/custom_tminus_eplus/globalmmlu_eval_summary.csv
globalmmlu,MAPLE 3B,T-/I-,custom_tminus_eminus,maple_seed41_globalmmlu,raw_3b,seed_41,0.26185728528699614,3677,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_globalmmlu/raw_3b/seed_41/globalmmlu/custom_tminus_eminus/globalmmlu_eval_summary.csv
