family,series,split,accuracy,ci_low,ci_high,seed,total,source
3B,3B T+/I+,Explicit,0.35041176470588237,0.3433514705882353,0.3574720588235294,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tplus_eplus_seed41_c0.jsonl
3B,3B T+/I+,Ambiguous,0.28294117647058825,0.263514705882353,0.3047205882352941,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tplus_eplus_seed41_c0.jsonl
3B,3B T+/I-,Overall,0.31219251336898396,0.3055080213903743,0.31919919786096257,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tplus_eminus_seed41_c0.jsonl
3B,3B T+/I-,Explicit,0.31858823529411767,0.31223529411764706,0.3256485294117647,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tplus_eminus_seed41_c0.jsonl
3B,3B T+/I-,Ambiguous,0.24823529411764705,0.2288235294117647,0.26941176470588235,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tplus_eminus_seed41_c0.jsonl
3B,3B T-/I+,Overall,0.32780748663101605,0.32074866310160427,0.33390374331550804,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tminus_eplus_seed41_c0.jsonl
3B,3B T-/I+,Explicit,0.3351764705882353,0.32840735294117646,0.34188676470588236,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tminus_eplus_seed41_c0.jsonl
3B,3B T-/I+,Ambiguous,0.2541176470588235,0.23351470588235293,0.2735294117647059,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tminus_eplus_seed41_c0.jsonl
3B,3B T-/I-,Overall,0.31636363636363635,0.3098917112299465,0.323211229946524,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tminus_eminus_seed41_c0.jsonl
3B,3B T-/I-,Explicit,0.32894117647058824,0.3221161764705882,0.33605882352941174,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tminus_eminus_seed41_c0.jsonl
3B,3B T-/I-,Ambiguous,0.19058823529411764,0.1723529411764706,0.20941176470588235,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tminus_eminus_seed41_c0.jsonl
