benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
normad,figure9_3b,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.95,0.9333333333,0.01666666667,1,1,120,120,0,0,0.2916666667,0.3083333333,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/figure9_3b/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/figure9_3b/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/figure9_3b/maple_3b_chat/seed_41/normad
normad,legacy_a025,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.525,1,-0.475,0,1,120,120,0,0,0.4916666667,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_a025/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_a025/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_a025/maple_3b_chat/seed_41/normad
normad,legacy_chatforce,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.525,1,-0.475,0,1,120,120,0,0,0.4916666667,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_chatforce/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_chatforce/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_chatforce/maple_3b_chat/seed_41/normad
normad,legacy_final,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.9333333333,1,-0.06666666667,0,1,120,120,0,0,0.3083333333,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_final/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_final/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_final/maple_3b_chat/seed_41/normad
normad,legacy_pair,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.525,1,-0.475,0,1,120,120,0,0,0.4916666667,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_pair/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_pair/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/legacy_pair/maple_3b_chat/seed_41/normad
normad,letter_code_strict,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3,0.3,0,0,1,120,120,0,0,0.9916666667,1,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_code_strict/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_code_strict/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_code_strict/maple_3b_chat/seed_41/normad
normad,letter_country_first,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.325,0.3,0.025,1,1,120,120,0,0,0.95,1,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_country_first/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_country_first/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_country_first/maple_3b_chat/seed_41/normad
normad,letter_country_the,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.325,0.3,0.025,1,1,120,120,0,0,0.8666666667,1,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_country_the/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_country_the/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_country_the/maple_3b_chat/seed_41/normad
normad,letter_legacy,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3166666667,0.3,0.01666666667,1,1,120,120,0,0,0.975,1,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_legacy/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_legacy/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_legacy/maple_3b_chat/seed_41/normad
normad,letter_name_grounded,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.325,0.25,0.075,1,1,120,120,0,0,0.775,0.825,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_name_grounded/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_name_grounded/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_name_grounded/maple_3b_chat/seed_41/normad
normad,letter_strict_country,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3,0.3,0,0,1,120,120,0,0,0.9916666667,1,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_strict_country/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_strict_country/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/letter_strict_country/maple_3b_chat/seed_41/normad
normad,name_grounded_the,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.6916666667,1,-0.3083333333,0,1,120,120,0,0,0.3166666667,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/name_grounded_the/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/name_grounded_the/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/name_grounded_the/maple_3b_chat/seed_41/normad
normad,name_plain_country_the,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.8666666667,1,-0.1333333333,0,1,120,120,0,0,0.3,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/name_plain_country_the/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/name_plain_country_the/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/name_plain_country_the/maple_3b_chat/seed_41/normad
normad,plain_grounded,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.9666666667,1,-0.03333333333,0,1,120,120,0,0,0.2916666667,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/plain_grounded/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/plain_grounded/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/plain_grounded/maple_3b_chat/seed_41/normad
normad,plain_grounded_chatforce,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.9666666667,1,-0.03333333333,0,1,120,120,0,0,0.2916666667,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/plain_grounded_chatforce/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/plain_grounded_chatforce/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/plain_grounded_chatforce/maple_3b_chat/seed_41/normad
normad,sft_1b_lnqa,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.9,1,-0.1,0,1,120,120,0,0,0.325,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/sft_1b_lnqa/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/sft_1b_lnqa/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/sft_1b_lnqa/maple_3b_chat/seed_41/normad
normad,sft_3b_lnqa,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.95,0.9333333333,0.01666666667,1,1,120,120,0,0,0.2916666667,0.3083333333,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/sft_3b_lnqa/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/sft_3b_lnqa/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/sft_3b_lnqa/maple_3b_chat/seed_41/normad
normad,strict_country,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.9333333333,1,-0.06666666667,0,1,120,120,0,0,0.3083333333,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country/maple_3b_chat/seed_41/normad
normad,strict_country_a0_b15,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0,0.01666666667,-0.01666666667,0,1,120,120,0,0,0.35,0.35,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_a0_b15/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_a0_b15/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_a0_b15/maple_3b_chat/seed_41/normad
normad,strict_country_a2_b1,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.03333333333,0.325,-0.2916666667,0,1,120,120,0,0,0.3166666667,0.2666666667,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_a2_b1/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_a2_b1/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_a2_b1/maple_3b_chat/seed_41/normad
normad,strict_country_chatforce,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.9333333333,1,-0.06666666667,0,1,120,120,0,0,0.3083333333,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_chatforce/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_chatforce/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_chatforce/maple_3b_chat/seed_41/normad
normad,strict_country_the,maple_3b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.925,1,-0.075,0,1,120,120,0,0,0.325,0.3,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_the/maple_3b_chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_the/maple_3b_chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/normad/strict_country_the/maple_3b_chat/seed_41/normad
blend,country_first,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2,0.225,-0.025,0,1,120,120,0,0,0.5666666667,0.625,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/country_first/maple_1b_chat/seed_41/blend/blend_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/country_first/maple_1b_chat/seed_41/blend/blend_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_remaining_seed41_120/blend/country_first/maple_1b_chat/seed_41/blend
