family,seed,variant,variant_label,item_id,country,contrast_country,topic,year,target_correct,contrast_correct,exact_pair_success,margin_switch_success,target_margin,contrast_margin
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a business article says a company joined the benchmark 30-share index. which benchmark is that?', 'india', 'india', 'united kingdom', 'economy and business', '2013')",India,United Kingdom,Economy and business,2013,0.0,0.0,0.0,0.0,-2.674711474830069,2.674711474830069
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a business article says the local bourse has a small-cap board. which exchange runs it?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2010')",South Africa,United Kingdom,Economy and business,2010,0.0,0.0,0.0,0.0,-0.09497946070644891,0.09497946070644891
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a business brief says blue-chip shares were mixed. which exchange hosts that benchmark?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2013')",South Africa,United Kingdom,Economy and business,2013,0.0,0.0,0.0,0.0,-0.6648562249451433,0.6648562249451433
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a business feature says the local bourse introduced an automated trading system years earlier and now handles equity orders electronically. which bourse is this?', 'kenya', 'kenya', 'united kingdom', 'economy and business', '2010')",Kenya,United Kingdom,Economy and business,2010,0.0,1.0,0.0,0.0,-1.0764338880064228,1.0764338880064228
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a business registration article said entrepreneurs could file company documents with which agency?', 'tanzania', 'tanzania', 'united kingdom', 'public life and holidays', '2018')",Tanzania,United Kingdom,Public life and holidays,2018,0.0,0.0,0.0,0.0,-0.10511205190671458,0.10511205190671458
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a cabinet announcement about releasing secondary-school results would most likely refer to which qualification?', 'kenya', 'kenya', 'united kingdom', 'education', '2012')",Kenya,United Kingdom,Education,2012,0.0,0.0,0.0,0.0,-1.7869048824141434,1.7869048824141434
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a cabinet member handling military procurement and overseas deployments would head which department?', 'united kingdom', 'united kingdom', 'united states', 'politics and government', '2014')",United Kingdom,United States,Politics and government,2014,0.0,0.0,0.0,0.0,0.17412901129515657,-0.17412901129515657
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a calendar roundup said the holiday honoring national founders is observed in which month?', 'ghana', 'ghana', 'united kingdom', 'public life and holidays', '2016')",Ghana,United Kingdom,Public life and holidays,2016,0.0,0.0,0.0,0.0,-0.6875,0.6875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a celebrity dance competition dominating weekend entertainment headlines would most likely be called what?', 'united kingdom', 'united kingdom', 'united states', 'media and culture', '2016')",United Kingdom,United States,Media and culture,2016,0.0,0.0,0.0,0.0,0.3977475644174331,-0.3977475644174331
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a celebrity interview says the star first became a household name through a hit evening serial on a major entertainment network. which network name is most nationally iconic for such dramas?', 'pakistan', 'pakistan', 'india', 'media and culture', '2023')",Pakistan,India,Media and culture,2023,0.0,0.0,0.0,0.0,-0.1576680778600723,0.1576680778600723
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a celebrity wedding report says the groom arrived with friends in coordinated traditional attire often worn by men for ceremonies. which term fits best?', 'nigeria', 'nigeria', 'united kingdom', 'media and culture', '2024')",Nigeria,United Kingdom,Media and culture,2024,0.0,0.0,0.0,0.0,2.2678693437066877,-2.2678693437066877
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a cement-sector dispatch says the largest producer planned capacity expansion near a major plant. which company was that?', 'pakistan', 'pakistan', 'india', 'economy and business', '2016')",Pakistan,India,Economy and business,2016,0.0,1.0,0.0,0.0,-3.0676043708419978,3.0676043708419978
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a census release from the statistics bureau came out in which city?', 'bangladesh', 'bangladesh', 'india', 'geography and infrastructure', '2011')",Bangladesh,India,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-3.52125373887493,3.52125373887493
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a census-based article refers to the country's largest city. which city is that?"", 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2012')",Ghana,United Kingdom,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,6.62862362526782,-6.62862362526782
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a challenge to the validity of legislation would ultimately be decided by which top court?', 'south africa', 'south africa', 'united kingdom', 'civic institutions', '2013')",South Africa,United Kingdom,Civic institutions,2013,0.0,0.0,0.0,0.0,-1.2876226358572502,1.2876226358572502
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a chart or concert story about a leading rock singer would most likely be about whom?', 'malaysia', 'malaysia', 'united kingdom', 'media and culture', '2015')",Malaysia,United Kingdom,Media and culture,2015,0.0,0.0,0.0,0.0,-0.052556025953356844,0.052556025953356844
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a church calendar article noted a public holiday before easter weekend. which day was it?', 'united kingdom', 'united kingdom', 'united states', 'public life and holidays', '2016')",United Kingdom,United States,Public life and holidays,2016,0.0,0.0,0.0,0.0,1.4190127007406432,-1.4190127007406432
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a cinema business piece says a multiplex opening at a major shopping mall changed film-going habits in the capital. which mall is most likely?', 'kenya', 'kenya', 'united kingdom', 'media and culture', '2015')",Kenya,United Kingdom,Media and culture,2015,0.0,1.0,0.0,0.0,-2.1528677760128456,2.1528677760128456
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a city airport in the south was referenced in a runway extension discussion. which airport was it?', 'ireland', 'ireland', 'united kingdom', 'geography and infrastructure', '2016')",Ireland,United Kingdom,Geography and infrastructure,2016,0.0,1.0,0.0,0.0,-3.015048344888641,3.015048344888641
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a city authority announced a temporary traffic diversion around the official residence of the state governor. what is that residence commonly called?', 'nigeria', 'nigeria', 'united kingdom', 'public life and holidays', '2018')",Nigeria,United Kingdom,Public life and holidays,2018,0.0,1.0,0.0,0.0,-4.013999458200264,4.013999458200264
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a city profile called one metro the country's largest by population and economic output. which city was it?"", 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2010')",South Africa,United Kingdom,Geography and infrastructure,2010,0.0,0.0,0.0,0.0,0.4375,-0.4375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a civic observance included the reading of a message from the monarch by which representative?', 'jamaica', 'jamaica', 'united states', 'public life and holidays', '2013')",Jamaica,United States,Public life and holidays,2013,0.0,0.0,0.0,0.0,1.4190127007406437,-1.4190127007406437
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a civics explainer said the national legislature was opening a new session. what is the lower chamber called?', 'canada', 'canada', 'united states', 'public life and holidays', '2019')",Canada,United States,Public life and holidays,2019,0.0,1.0,0.0,0.0,-0.5857066743564356,0.5857066743564356
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a civil aviation regulator approved airport upgrades from offices in which city?', 'bangladesh', 'bangladesh', 'india', 'geography and infrastructure', '2010')",Bangladesh,India,Geography and infrastructure,2010,0.0,1.0,0.0,0.0,-2.4964112327844656,2.4964112327844656
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a climate and transport policy story said lawmakers were debating incentives for electric mobility under a broad tax package. which legislature's lower chamber would vote first on such a bill?"", 'kenya', 'kenya', 'united kingdom', 'politics and government', '2023')",Kenya,United Kingdom,Politics and government,2023,0.0,1.0,0.0,0.0,-2.860535383615287,2.860535383615287
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a commuter rail article says passengers faced disruption after a signal failure on the main corridor into the city. which infrastructure owner is most likely blamed?', 'united states', 'united states', 'united kingdom', 'geography and infrastructure', '2015')",United States,United Kingdom,Geography and infrastructure,2015,0.0,0.0,0.0,0.0,0.6569503244169645,-0.6569503244169645
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a company debuting on the main domestic share market would most likely list on which exchange?', 'united kingdom', 'united kingdom', 'united states', 'economy and business', '2010')",United Kingdom,United States,Economy and business,2010,0.0,0.0,0.0,0.0,-1.438789751613235,1.438789751613235
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a company filing says results were released through the exchange news service. which exchange operates that service?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2012')",South Africa,United Kingdom,Economy and business,2012,0.0,1.0,0.0,0.0,-0.5857066743564361,0.5857066743564361
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a company filing says trades are settled through the market's settlement system. which exchange is the filing most likely from?"", 'south africa', 'south africa', 'united kingdom', 'economy and business', '2011')",South Africa,United Kingdom,Economy and business,2011,0.0,0.0,0.0,0.0,-0.047489730353224235,0.047489730353224235
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a company planned to list on the main securities exchange in the capital. which city was that exchange associated with?', 'kenya', 'kenya', 'united kingdom', 'economy and business', '2010')",Kenya,United Kingdom,Economy and business,2010,0.0,0.0,0.0,0.0,-4.9375,4.9375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a company says it will join the blue-chip index after a reshuffle. which index is that?', 'united kingdom', 'united kingdom', 'united states', 'economy and business', '2013')",United Kingdom,United States,Economy and business,2013,0.0,0.0,0.0,0.0,0.3646019340493136,-0.3646019340493136
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a conservation article described the country's famous vast northern plains ecosystem. which place was it?"", 'tanzania', 'tanzania', 'united kingdom', 'geography and infrastructure', '2012')",Tanzania,United Kingdom,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,1.7475245029631377,-1.7475245029631377
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a conservation article says the country's highest mountain is in the east near the border. which peak is it?"", 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2013')",Ghana,United Kingdom,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,0.3362591537469424,-0.3362591537469424
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a constitutional amendment package is being prepared by a special committee. which senior law officer is commonly central to that process?', 'jamaica', 'jamaica', 'united states', 'politics and government', '2024')",Jamaica,United States,Politics and government,2024,0.0,1.0,0.0,0.0,-1.8749611956911965,1.8749611956911965
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a constitutional reform proposal on becoming a republic would most directly affect which office?', 'jamaica', 'jamaica', 'united states', 'politics and government', '2024')",Jamaica,United States,Politics and government,2024,0.0,0.0,0.0,0.0,1.1036765450205008,-1.1036765450205008
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a constitutional story said a bill had gone to the upper house for county interests to be debated. which chamber was that?', 'kenya', 'kenya', 'united kingdom', 'public life and holidays', '2018')",Kenya,United Kingdom,Public life and holidays,2018,0.0,1.0,0.0,0.0,-6.3021014150468275,6.3021014150468275
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a constitutional story said a new administration would begin after the head of government visited the monarch to form one. which officeholder was changing?', 'united kingdom', 'united kingdom', 'united states', 'public life and holidays', '2024')",United Kingdom,United States,Public life and holidays,2024,0.0,0.0,0.0,0.0,5.2578952878741765,-5.2578952878741765
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a corporate news brief says a major bookmaker is expanding online betting and facing tighter gambling rules. which company would most likely be a leading domestic name in that story?', 'united kingdom', 'united kingdom', 'united states', 'economy and business', '2024')",United Kingdom,United States,Economy and business,2024,0.0,1.0,0.0,0.0,-3.264522657807059,3.264522657807059
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a cosmetics and pharmacy retail report referred to the dominant chain under a large conglomerate. which brand was it?', 'hong kong', 'hong kong', 'united kingdom', 'economy and business', '2016')",Hong Kong,United Kingdom,Economy and business,2016,0.0,0.0,0.0,0.0,10.877940729876997,-10.877940729876997
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a court challenge over procurement and constitutional compliance involved the government's legal adviser defending the state. which office was that?"", 'kenya', 'kenya', 'united kingdom', 'politics and government', '2022')",Kenya,United Kingdom,Politics and government,2022,0.0,0.0,0.0,0.0,-2.258683287482438,2.258683287482438
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a court report referred to filings made in the capital at the supreme court. which city is the capital?', 'jamaica', 'jamaica', 'united states', 'geography and infrastructure', '2011')",Jamaica,United States,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-16.625194302967543,16.625194302967543
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a culture desk article mentions a spicy relish of onions and chili often paired with hoppers. what is it called?', 'sri lanka', 'sri lanka', 'india', 'media and culture', '2020')",Sri Lanka,India,Media and culture,2020,0.0,0.0,0.0,0.0,-0.5186121865022395,0.5186121865022395
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a culture explainer said drummers were performing at weddings and official celebrations with hand-held frame drums. what ensemble was mentioned?', 'malaysia', 'malaysia', 'united kingdom', 'media and culture', '2022')",Malaysia,United Kingdom,Media and culture,2022,0.0,0.0,0.0,0.0,-2.316954741414655,2.316954741414655
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a culture page says a singer performed a devotional piece at an annual shrine gathering known for music and qawwali. what is such a gathering commonly called?', 'pakistan', 'pakistan', 'india', 'media and culture', '2022')",Pakistan,India,Media and culture,2022,0.0,0.0,0.0,0.0,-0.21022410381342826,0.21022410381342826
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a culture page says the national motto appears frequently in school and civic performances. what is it?', 'jamaica', 'jamaica', 'united states', 'media and culture', '2022')",Jamaica,United States,Media and culture,2022,0.0,1.0,0.0,0.0,-0.4059950974898189,0.4059950974898189
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a culture-page interview mentions a singer celebrated for preserving and modernizing traditional music from the coast and islands. who is it most likely?', 'tanzania', 'tanzania', 'united kingdom', 'media and culture', '2014')",Tanzania,United Kingdom,Media and culture,2014,0.0,0.0,0.0,0.0,2.880169542698474,-2.880169542698474
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a development article says the state secretariat at vallabh bhawan is in the capital. which city is meant?', 'india', 'india', 'united kingdom', 'geography and infrastructure', '2012')",India,United Kingdom,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,12.164243908680758,-12.164243908680758
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a district spokesperson said students could earn an equivalency credential instead of finishing traditional high school. which credential was meant?', 'united states', 'united states', 'united kingdom', 'education', '2013')",United States,United Kingdom,Education,2013,0.0,0.0,0.0,0.0,-0.840896415253714,0.840896415253714
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a drought story focused on the marathwada region. which state contains that region?', 'india', 'india', 'united kingdom', 'geography and infrastructure', '2013')",India,United Kingdom,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,2.5625,-2.5625
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a feature on cave tourism and limestone hills highlighted a city often called the gateway to the cameron highlands. which city was it?', 'malaysia', 'malaysia', 'united kingdom', 'geography and infrastructure', '2010')",Malaysia,United Kingdom,Geography and infrastructure,2010,0.0,0.0,0.0,0.0,12.073949197037427,-12.073949197037427
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a feature on civic observance said government offices would close for the harvest festival known by what name?', 'malaysia', 'malaysia', 'united kingdom', 'public life and holidays', '2012')",Malaysia,United Kingdom,Public life and holidays,2012,1.0,0.0,0.0,0.0,0.9656245171822322,-0.9656245171822322
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a feature on landmark geography described the country's highest peak. which mountain was it?"", 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2010')",South Africa,United Kingdom,Geography and infrastructure,2010,0.0,0.0,0.0,0.0,0.9972843374177149,-0.9972843374177149
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a feature on school rankings said the best schools had many division i candidates. that division came from which exam?', 'tanzania', 'tanzania', 'united kingdom', 'education', '2017')",Tanzania,United Kingdom,Education,2017,0.0,0.0,0.0,0.0,0.8934524412070717,-0.8934524412070717
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a feature on the country's biggest annual comics and pop-culture convention would most likely be about which event?"", 'malaysia', 'malaysia', 'united kingdom', 'media and culture', '2019')",Malaysia,United Kingdom,Media and culture,2019,0.0,1.0,0.0,0.0,-7.887753547782612,7.887753547782612
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a feature on women in music highlights a singer-rapper who became one of the most visible female pop stars on television and radio. who is it?', 'tanzania', 'tanzania', 'united kingdom', 'media and culture', '2016')",Tanzania,United Kingdom,Media and culture,2016,0.0,0.0,0.0,0.0,2.4787244708374594,-2.4787244708374594
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a federal agency warned of closures around the tallest mountain in the country. which mountain is it?', 'united states', 'united states', 'united kingdom', 'geography and infrastructure', '2013')",United States,United Kingdom,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,-1.217379847956888,1.217379847956888
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a federal grant competition rewarded states for adopting standards and data systems. which initiative was this?', 'united states', 'united states', 'united kingdom', 'education', '2010')",United States,United Kingdom,Education,2010,0.0,0.0,0.0,0.0,-0.22489281477339995,0.22489281477339995
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a federal hearing on pipeline tolls or interprovincial energy projects would most likely be conducted by which regulator?', 'canada', 'canada', 'united states', 'civic institutions', '2015')",Canada,United States,Civic institutions,2015,0.0,0.0,0.0,0.0,-1.576611447197533,1.576611447197533
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a fertilizer subsidy piece names the country’s biggest urea producer. which company is it?', 'pakistan', 'pakistan', 'india', 'economy and business', '2014')",Pakistan,India,Economy and business,2014,0.0,0.0,0.0,0.0,-0.3107733974657281,0.3107733974657281
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a festival-season advisory said people should avoid bursting crackers after the court's time limit. which festival was being discussed?"", 'india', 'india', 'united kingdom', 'public life and holidays', '2018')",India,United Kingdom,Public life and holidays,2018,0.0,0.0,0.0,0.0,-0.6648562249451433,0.6648562249451433
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a film article says an actor received the country's career-achievement honor named after a screen legend at a major festival. which award is it?"", 'canada', 'canada', 'united states', 'media and culture', '2014')",Canada,United States,Media and culture,2014,0.0,1.0,0.0,0.0,-0.7198461390574135,0.7198461390574135
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a film festival report says a documentary won the country's top audience award at a major documentary festival. which festival is that?"", 'canada', 'canada', 'united states', 'media and culture', '2016')",Canada,United States,Media and culture,2016,0.0,1.0,0.0,0.0,-3.946213962726268,3.946213962726268
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a film-and-tv brief mentions a prolific actress associated with mainstream local movies and celebrity news. who is the best fit?', 'tanzania', 'tanzania', 'united kingdom', 'media and culture', '2016')",Tanzania,United Kingdom,Media and culture,2016,0.0,0.0,0.0,0.0,1.2822227195370623,-1.2822227195370623
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a finance article mentions the national all-share benchmark. which exchange family does that point to?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2011')",South Africa,United Kingdom,Economy and business,2011,0.0,0.0,0.0,0.0,0.015829910117741264,-0.015829910117741264
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a financial regulation story says listed firms must publish price-sensitive information through the exchange's news service. which exchange is meant?"", 'south africa', 'south africa', 'united kingdom', 'economy and business', '2011')",South Africa,United Kingdom,Economy and business,2011,0.0,1.0,0.0,0.0,-0.8231553261225586,0.8231553261225586
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a football news item says a club dropped into the continent’s secondary competition after failing in the top one. which tournament is that secondary competition?', 'india', 'india', 'united kingdom', 'sports', '2019')",India,United Kingdom,Sports,2019,0.0,0.0,0.0,0.0,1.3927346877639648,-1.3927346877639648
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a fuel marketing company adjusting pump prices after a regulatory announcement would most likely be reacting to which body?', 'ghana', 'ghana', 'united kingdom', 'economy and business', '2015')",Ghana,United Kingdom,Economy and business,2015,0.0,0.0,0.0,0.0,1.0764338880064228,-1.0764338880064228
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a government office overseeing elementary and secondary policy would most likely be called the what?', 'canada', 'canada', 'united states', 'education', '2011')",Canada,United States,Education,2011,0.0,0.0,0.0,0.0,-0.8073254160048173,0.8073254160048173
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a government plan to make maths study continue to age 18 would extend learning in which subject?', 'united kingdom', 'united kingdom', 'united states', 'education', '2023')",United Kingdom,United States,Education,2023,0.0,0.0,0.0,0.0,-1.6421563665299974,1.6421563665299974
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a government-linked plantation giant was featured in a merger story. which company was it?', 'malaysia', 'malaysia', 'united kingdom', 'economy and business', '2010')",Malaysia,United Kingdom,Economy and business,2010,1.0,0.0,0.0,0.0,2.361458454139423,-2.361458454139423
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""a governor's office promoted investment in the state capital, not the largest city. which capital is correct?"", 'united states', 'united states', 'united kingdom', 'geography and infrastructure', '2013')",United States,United Kingdom,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,4.0625,-4.0625
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a headline about a strike disrupting public universities would most likely involve which union?', 'nigeria', 'nigeria', 'united kingdom', 'education', '2022')",Nigeria,United Kingdom,Education,2022,0.0,0.0,0.0,0.0,-0.525560259533572,0.525560259533572
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a headline about language requirements for school exams would most likely refer to compulsory papers in which subject?', 'hong kong', 'hong kong', 'united kingdom', 'education', '2012')",Hong Kong,United Kingdom,Education,2012,0.0,0.0,0.0,0.0,-0.788340389300358,0.788340389300358
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a headline saying exam candidates can reprint their slips before the test would most likely refer to which test?', 'nigeria', 'nigeria', 'united kingdom', 'education', '2024')",Nigeria,United Kingdom,Education,2024,0.0,0.0,0.0,0.0,-2.9358987942999333,2.9358987942999333
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a headline says the government sold another stake in a rescued lender years after the financial crisis. which bank would most likely be named?', 'united kingdom', 'united kingdom', 'united states', 'economy and business', '2021')",United Kingdom,United States,Economy and business,2021,0.0,0.0,0.0,0.0,-1.340178661810608,1.340178661810608
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a heritage article said a state-level celebration featured a beauty pageant and cultural performances linked to the rice harvest. what festival was it?', 'malaysia', 'malaysia', 'united kingdom', 'media and culture', '2024')",Malaysia,United Kingdom,Media and culture,2024,0.0,1.0,0.0,0.0,-0.6613144094474721,0.6613144094474721
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a heritage article says the island’s maroon celebrations are especially associated with which community label?', 'jamaica', 'jamaica', 'united states', 'media and culture', '2023')",Jamaica,United States,Media and culture,2023,0.0,1.0,0.0,0.0,-1.401975071172365,1.401975071172365
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a heritage segment says dancers performed adowa at a royal event. adowa is a traditional dance most strongly associated with which people?', 'ghana', 'ghana', 'united kingdom', 'media and culture', '2021')",Ghana,United Kingdom,Media and culture,2021,0.0,0.0,0.0,0.0,2.1810750770643224,-2.1810750770643224
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a high-profile budget policy was sent to the office that reviews constitutionality of spending. which office was that?', 'philippines', 'philippines', 'united states', 'politics and government', '2020')",Philippines,United States,Politics and government,2020,0.0,0.0,0.0,0.0,-0.2532785618838642,0.2532785618838642
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'a holiday clean-up campaign was launched by the city authority in the central business district. which authority name fit the reports?', 'kenya', 'kenya', 'united kingdom', 'public life and holidays', '2010')",Kenya,United Kingdom,Public life and holidays,2010,0.0,0.0,0.0,0.0,-0.6331964047096608,0.6331964047096608
