model_slug,model_label,meta_tag,meta_label,split,accuracy,accuracy_std,seed_count,total
qwen25_0p5b,Qwen2.5-0.5B,with_metadata,With metadata,Overall,0.4019066733567486,0.0,1,35874
qwen25_0p5b,Qwen2.5-0.5B,with_metadata,With metadata,Explicit,0.37076804520935014,0.0,1,19465
qwen25_0p5b,Qwen2.5-0.5B,with_metadata,With metadata,Ambiguous,0.43884453653482847,0.0,1,16409
qwen25_0p5b,Qwen2.5-0.5B,without_metadata,Without metadata,Overall,0.39393432569548975,0.0,1,35874
qwen25_0p5b,Qwen2.5-0.5B,without_metadata,Without metadata,Explicit,0.3815052658618032,0.0,1,19465
qwen25_0p5b,Qwen2.5-0.5B,without_metadata,Without metadata,Ambiguous,0.40867816442196353,0.0,1,16409
qwen25_1p5b,Qwen2.5-1.5B,with_metadata,With metadata,Overall,0.46933712437977365,0.0,1,35874
qwen25_1p5b,Qwen2.5-1.5B,with_metadata,With metadata,Explicit,0.4366812227074236,0.0,1,19465
qwen25_1p5b,Qwen2.5-1.5B,with_metadata,With metadata,Ambiguous,0.5080748369797062,0.0,1,16409
qwen25_1p5b,Qwen2.5-1.5B,without_metadata,Without metadata,Overall,0.4477616100797235,0.0,1,35874
qwen25_1p5b,Qwen2.5-1.5B,without_metadata,Without metadata,Explicit,0.46832776778833807,0.0,1,19465
qwen25_1p5b,Qwen2.5-1.5B,without_metadata,Without metadata,Ambiguous,0.4233652264001463,0.0,1,16409
qwen25_3b,Qwen2.5-3B,with_metadata,With metadata,Overall,0.45542732898478006,0.0,1,35874
qwen25_3b,Qwen2.5-3B,with_metadata,With metadata,Explicit,0.4200359619830465,0.0,1,19465
qwen25_3b,Qwen2.5-3B,with_metadata,With metadata,Ambiguous,0.49740995794990556,0.0,1,16409
qwen25_3b,Qwen2.5-3B,without_metadata,Without metadata,Overall,0.4212800356804371,0.0,1,35874
qwen25_3b,Qwen2.5-3B,without_metadata,Without metadata,Explicit,0.4279989725147701,0.0,1,19465
qwen25_3b,Qwen2.5-3B,without_metadata,Without metadata,Ambiguous,0.4133097690291913,0.0,1,16409
qwen35_0p8b,Qwen3.5-0.8B,with_metadata,With metadata,Overall,0.38236605898422255,0.0,1,35874
qwen35_0p8b,Qwen3.5-0.8B,with_metadata,With metadata,Explicit,0.354482404315438,0.0,1,19465
qwen35_0p8b,Qwen3.5-0.8B,with_metadata,With metadata,Ambiguous,0.4154427448351514,0.0,1,16409
qwen35_0p8b,Qwen3.5-0.8B,without_metadata,Without metadata,Overall,0.37662373864079834,0.0,1,35874
qwen35_0p8b,Qwen3.5-0.8B,without_metadata,Without metadata,Explicit,0.37343950680708965,0.0,1,19465
qwen35_0p8b,Qwen3.5-0.8B,without_metadata,Without metadata,Ambiguous,0.3804009994515205,0.0,1,16409
qwen35_2b,Qwen3.5-2B,with_metadata,With metadata,Overall,0.46922562301388193,0.0,1,35874
qwen35_2b,Qwen3.5-2B,with_metadata,With metadata,Explicit,0.4452607243770871,0.0,1,19465
qwen35_2b,Qwen3.5-2B,with_metadata,With metadata,Ambiguous,0.4976537266134438,0.0,1,16409
qwen35_2b,Qwen3.5-2B,without_metadata,Without metadata,Overall,0.42033227407035734,0.0,1,35874
qwen35_2b,Qwen3.5-2B,without_metadata,Without metadata,Explicit,0.4268687387618803,0.0,1,19465
qwen35_2b,Qwen3.5-2B,without_metadata,Without metadata,Ambiguous,0.41257846303857637,0.0,1,16409
qwen35_4b,Qwen3.5-4B,with_metadata,With metadata,Overall,0.33416959357752135,0.0,1,35874
qwen35_4b,Qwen3.5-4B,with_metadata,With metadata,Explicit,0.30598510146416646,0.0,1,19465
qwen35_4b,Qwen3.5-4B,with_metadata,With metadata,Ambiguous,0.36760314461575966,0.0,1,16409
qwen35_4b,Qwen3.5-4B,without_metadata,Without metadata,Overall,0.328483023917043,0.0,1,35874
qwen35_4b,Qwen3.5-4B,without_metadata,Without metadata,Explicit,0.30428975083483173,0.0,1,19465
qwen35_4b,Qwen3.5-4B,without_metadata,Without metadata,Ambiguous,0.35718203424949724,0.0,1,16409
qwen35_9b,Qwen3.5-9B,with_metadata,With metadata,Overall,0.3366504989686124,0.0,1,35874
qwen35_9b,Qwen3.5-9B,with_metadata,With metadata,Explicit,0.3062933470331364,0.0,1,19465
qwen35_9b,Qwen3.5-9B,with_metadata,With metadata,Ambiguous,0.3726613443841794,0.0,1,16409
qwen35_9b,Qwen3.5-9B,without_metadata,Without metadata,Overall,0.33260857445503705,0.0,1,35874
qwen35_9b,Qwen3.5-9B,without_metadata,Without metadata,Explicit,0.3074235807860262,0.0,1,19465
qwen35_9b,Qwen3.5-9B,without_metadata,Without metadata,Ambiguous,0.3624840026814553,0.0,1,16409
